id,price,rooms,squareMeters,year,month
d7f9ebc443b5a4f63bb05dac94a54aba,1150000,3.0,62,2023,8
51d335fa51f1a664a1a2e65e9926983b,890000,3.0,60,2023,8
552d2a63e6df07613749c240290c2ad1,749000,2.0,49,2023,8
597b17a09617820af478a5a8b5e5f2de,450000,2.0,37,2023,8
87aca18e7506815730ee3f62f04c4512,645000,2.0,38,2023,8
512317c36d6e66ef1f25c4288e63f002,999000,4.0,97,2023,8
f083fb57805d00bd7719a0c688dd4883,780000,3.0,56,2023,8
85b0cf48c34affb42f7f9a96445385ab,1080000,2.0,57,2023,8
76780db3e7de9282d7a50e2a34cf1937,899000,2.0,41,2023,8
e1a275887a2efe59cc9eb4173d040439,960000,2.0,47,2023,8
312d8708b737922715d3a4868cf87849,770000,3.0,65,2023,8
c048cfc4c02a3ecb5d87af9632263639,679000,2.0,37,2023,8
0b15585a547487dacb9baa7dbd310e62,764000,3.0,58,2023,8
241be7b702132826630d51197379f0cc,810000,2.0,53,2023,8
b3c55d770cf83caa25f4de98bca72d1d,620000,3.0,61,2023,8
1f14a37ae87a6ba7218834580dea2d43,990000,2.0,47,2023,8
a8e161f4035aaaef6fb86b282d839b27,490000,2.0,31,2023,8
24e211277e51f3f18188aa1be9380bb0,730007,3.0,48,2023,8
11d7bc82fe0bce9bdf41ae90c5f61f08,1590000,4.0,74,2023,8
c73b1d26db3db498da781cffac0b1a72,1500000,3.0,67,2023,8
a88e56e105bb8fefa89bbef88a9bbad3,796480,2.0,50,2023,8
da7f012377dd78792c7c0bed6d007bf0,798000,3.0,57,2023,8
a0b1225c1f2cb8208f911ef9e20bcf70,1699000,6.0,135,2023,8
4281c57d443c6b24d10e7b180d352b79,425000,3.0,50,2023,8
36c52c5396e47169f133be9d00147671,1015000,3.0,79,2023,8
f30861fa0db064f295e0d136e76f9832,650000,3.0,62,2023,8
9a97aeda4d91120a039a5469cd1ec7de,849000,3.0,62,2023,8
e704e9bd830dde38228222801eb504dc,1295000,3.0,74,2023,8
857bba1dc5bf5b8354dad28ff66ad750,1800000,4.0,82,2023,8
685177e819bd8488de7b6b186fab5943,699000,3.0,60,2023,8
0927beec35cd61e01984adfbc19c6041,713000,3.0,65,2023,8
065920a7b5c4c489f33de6f4a76f83a0,779000,3.0,70,2023,8
f92cb09a00aa58ce272d09e1e37ea182,780000,2.0,52,2023,8
d396cf0aceb625dee87c4694523c8ea4,915000,3.0,92,2023,8
33701bba28acbecdff5d010ae51c760d,780000,2.0,46,2023,8
0c32f0eb4af09b334c834267c849c9ab,630000,3.0,54,2023,8
d21aed84613dd5b72afd003f9a834db0,2500000,5.0,109,2023,8
a232035b9843d377c71377f8f02981da,1590000,3.0,89,2023,8
cf0dcc9fa2f6728d848cc6bdb87f6ba4,650000,2.0,36,2023,8
fa2ea51b97d8942480e6418f00008b46,1799000,4.0,120,2023,8
44787bd361abdf6a21eb18d80a357cae,599000,1.0,32,2023,8
19761f97479777cbaf01815ddf0e9a8d,2200000,4.0,123,2023,8
e3a2fa4b72517e8e955163dce66b1ca0,989450,2.0,48,2023,8
088641f5a60215c021e7235f62c20693,1220000,4.0,88,2023,8
bfdd64fc91947c4ca259a63ef8d771a3,530000,2.0,36,2023,8
50875283d7efc79399b818fdff3070a3,945000,3.0,68,2023,8
2612dec2bcfeee67a110f277e694e3a5,685000,2.0,40,2023,8
001c92b71ea5b60bd1b208ace8d54004,1120000,4.0,65,2023,8
512721565e314de6145cf3bde6e415f0,940000,4.0,76,2023,8
2c0a2ca19ad3cb851146b4cb6aee72dd,519225,2.0,40,2023,8
0b5eb25fa5b1379ce2e54b13806bad21,963000,3.0,55,2023,8
4c48b63931828b06f7b075957190c281,630000,2.0,50,2023,8
82a5c08545570aba2ebf000c1960abc6,575000,2.0,45,2023,8
f1b334e384ce708e45b8d4dc38ece687,1050000,3.0,56,2023,8
9cb7ed84f274a6b05a4a53dabf002c02,540000,2.0,37,2023,8
6e5035ace9e73d4848b3eec49ddb5d62,890000,3.0,65,2023,8
ef06617e051bebd74a9301cdfe0f461a,385000,1.0,30,2023,8
08323dc4f1ba2e9207c2efb33e9710c7,754500,2.0,45,2023,8
5b073904632154919ad86b2e3e4ff993,799000,3.0,59,2023,8
f8dbe437537a31dbad05721602c41ee0,538000,2.0,36,2023,8
17dc7afa5b28a21d414eb6e67795382c,932000,2.0,39,2023,8
22e2303c4df82f2c8578c9abb9c11a8c,649000,3.0,60,2023,8
14cda97526be88a9db3742d17224708c,668500,1.0,29,2023,8
69dc092df88da8aebad2bdddebeb0b67,670000,3.0,61,2023,8
1664a3e1c9c9680abc174f180561f5f8,1024000,4.0,79,2023,8
48a452d155c7e3c2a66cd6edbdee3296,550000,1.0,29,2023,8
4f9cbfe7997f5b21d318810c8daab88d,825000,3.0,52,2023,8
b0584005c691fecd67d597946e7ed6ee,799000,4.0,80,2023,8
2826ff86aca9cd5d010572378919e6b8,738000,2.0,43,2023,8
2b959716e97faf07f5cd08c0a6e4f539,972851,3.0,65,2023,8
67e280f3e677b4b347b160fa028689e5,686000,2.0,49,2023,8
00cf0b03ca1f1c3db381d35029459aa9,599000,1.0,34,2023,8
fe04bbf02c630be5b11bc69f25ed0cd3,815000,2.0,40,2023,8
9ae1bef4fff5111561751b699a2ab321,1270000,5.0,86,2023,8
47e235130a5ada46f9bd71da415712d4,1399000,3.0,64,2023,8
29241d8456aa21e994f5bb7ba38fea1f,1199000,4.0,73,2023,8
8cc8209b023a1069b35ba146da9fcc8d,540000,2.0,33,2023,8
2d4b93f50d0e2838fe1f4ca5414304e5,1370000,3.0,62,2023,8
2b236273b66708af200165d827624eab,720000,2.0,42,2023,8
e8460dbef8c1213f67a402761dc40ebe,435000,2.0,36,2023,8
c6cb2eeeb8f236708ba9b51f3f30e57d,619000,3.0,55,2023,8
d2248cdcd85b65f55f42cae6138c21c2,499000,2.0,48,2023,8
abf1e888f10a6d98e338c5821dec9c43,1690000,3.0,78,2023,8
1c054cea947df3ad8bbb0873d6620d1d,550000,2.0,47,2023,8
0fe42ebf25ec22c366da83836ee748c2,800000,2.0,43,2023,8
d32972beac40a167390c47cb56c30cb6,600000,1.0,32,2023,8
9d4b02f96837417af199fda51657661f,1450000,4.0,103,2023,8
99a649268e64c5b468d21a46dd55fdeb,1290000,3.0,63,2023,8
e31a47a1d8f517e1459ed1bffd87d196,2490000,4.0,92,2023,8
f8e0f42def7628579ee534658e4fe370,899000,4.0,75,2023,8
1bf1ac3e5efcf19ef537cb22257e539a,800000,2.0,43,2023,8
e0a45a95af6329ea1139473448e5725f,970000,3.0,76,2023,8
66c052d49d76516140a9e6de6c6f0b8e,799000,2.0,50,2023,8
1d43a0d775e3badc4cfca795cfe2503f,2500000,6.0,138,2023,8
0d693488a0e621da224e3999ee7d9789,367000,1.0,33,2023,8
ded6714f0403bc0e1a4982b8e9f11d5c,454920,1.0,27,2023,8
185bcb702061f72c1c44c6313dc225bd,1100000,3.0,62,2023,8
4ec76975db07749a2c878236d3a20fa4,950000,3.0,90,2023,8
67e8fa21801e96ff4cc847db19f3fcdb,736951,3.0,53,2023,8
46cb5eb05f5b9eaab02be682c6e427ec,615000,2.0,44,2023,8
e103824e541fa8ed2eb4a5b9d4c68d26,1139000,4.0,108,2023,8
599aed07f54a7040cdf4fbffb221a402,1100000,4.0,76,2023,8
c586a2b6175d6cfc988b77d2535de29f,709000,3.0,62,2023,8
99a4720fb6e8af641b723c585a20514e,749000,3.0,69,2023,8
dc28c2bb43eb2c3d2c984ef2e42e4b55,1550000,2.0,61,2023,8
a9cdafa23fe06a7948c5b7d01b8e96b1,799000,3.0,65,2023,8
0b44af38f06e522fc9d7e630d7cf7e97,899000,3.0,68,2023,8
4a52d924231ce91fa2a572d039132ff9,650000,2.0,36,2023,8
eb76249176d4785a03382629fcbad9f0,1200000,3.0,76,2023,8
7c8869bafb16aee75e6db42ea0a64252,1950000,3.0,75,2023,8
d7387c5fc9adb66094b1e2cbfa57dcb9,1300000,3.0,49,2023,8
9bfb08461848e81c6bb4cfff40401c70,759850,3.0,58,2023,8
297a3af1e4e4e8b7b3384c67e9c57001,648675,2.0,48,2023,8
82f61234a3b4ac7478b1f523ed6276a6,1990000,6.0,144,2023,8
62fc323afa91d7d381762642bee628f1,720000,2.0,50,2023,8
2f0795cc81ca8177839a5159186946de,1149000,3.0,72,2023,8
ec392a8a3ca4a1a4ed870a852526de71,630000,2.0,51,2023,8
aedf30499a56241ed6b7a1289d458ce1,880000,2.0,55,2023,8
578f9550fcec34b8bfff3489b3b04e48,605000,2.0,38,2023,8
c2928d2438eae5e243a5fe31abdc3e37,495000,2.0,35,2023,8
967dfea1770b91731a399091376f32bb,890000,4.0,68,2023,8
14f2745fd0b6ea0c9fc3db3737d18f70,2000000,4.0,97,2023,8
33de8f067fba8d3738a34f8310a4facc,530000,1.0,31,2023,8
5b73ef5ccaa8c9d8698f62912728ff61,630000,2.0,46,2023,8
7c3afe9acbdd277a67d732d3b403b7f7,965000,3.0,88,2023,8
444e43f56e92438c9d042c2115f0f3c9,1099000,2.0,53,2023,8
57db4b005c99709c4657d9f482525df1,1050000,4.0,69,2023,8
ab1711420aea7dc1a0f61e681119754c,899000,3.0,72,2023,8
6d2509e34ce4b37dfc347249f45e737e,1150000,3.0,66,2023,8
3109549a5d7146e46afe679452945c6c,400000,2.0,39,2023,8
638a6a5dc5f1adb0290de171bd4fecf2,515000,2.0,38,2023,8
f0211439d4c1b255e1b34d081e4a16b9,450000,2.0,38,2023,8
be3e46587e288130c0e40f0046a7a305,615000,2.0,39,2023,8
3913d5da08be8306dc8f165fff773b88,1158000,3.0,74,2023,8
b53aabed5b7c3a56a94367f21cce9b13,765000,4.0,65,2023,8
87a75dd5c47c07ae70170a979b78acb3,608800,3.0,51,2023,8
09981f6fd17bbd4f9cee8d72c0f0afbc,475000,2.0,36,2023,8
83d39d26cff7c66989d87f68328014e9,1250000,3.0,76,2023,8
6d9903367c0a88826391c72f3e26f563,760000,2.0,55,2023,8
6835a276bba3fb780ad47bd330073d77,1010000,4.0,85,2023,8
74a09309b658e1545043b073f1099d6d,520000,2.0,46,2023,8
8904b53a329085ca9540b20d210b5f36,780000,3.0,64,2023,8
0a386bed0c4e98469925241b7f29cdfc,480000,1.0,32,2023,8
a74bd94d34f338c24cca3b3d5d27d6c9,870000,2.0,54,2023,8
85ebfb18a76621159d14e7dcd46d87c2,948000,2.0,64,2023,8
10676085d2ba5d6b974bd98667cd7d54,700000,2.0,61,2023,8
9c0ff81401af3b15d0e88421961b7db1,845000,2.0,50,2023,8
bc3606d4c76cc2849d3b429f75f6d32d,1757000,4.0,112,2023,8
bcda567fc7dc9476bfda61fbb55d0fc5,735000,3.0,48,2023,8
c9eeaaf1f134d69f2b13301968f00013,1850000,4.0,82,2023,8
660045709d9c837074ca2f8b2ae8a922,730000,2.0,43,2023,8
b5615f597c826ca600ea7fa9746adbfe,685000,2.0,40,2023,8
4976c5c6b2b3b4f34d5e07d6ef041225,680000,3.0,60,2023,8
6dac8902c1e39eac8afea4ff9514ac3d,836000,2.0,44,2023,8
3cbb08e86faf0d0290ef247e6eeea197,635040,2.0,40,2023,8
7bff3fa5a7b0da3f9d78dd6e118ef368,1500000,4.0,102,2023,8
529fab5d6b65474d8a62dfefd9670feb,2100000,5.0,105,2023,8
cd33334162a97125ed007d0819f0d22a,749000,3.0,46,2023,8
b00a03e68194f16a5093fca35baa4f51,1730000,4.0,116,2023,8
c57dde0063097b7b022659cccd2fbe8a,670000,2.0,38,2023,8
c3259e0266666ae98b3764675899f00a,1300000,3.0,86,2023,8
2c54fd385a80c2b9d9e7a0f03f5e713f,595000,3.0,51,2023,8
6f47bb3a3f94d3de5a4c8897f5450302,730000,3.0,56,2023,8
3bfec66cd8b41fae99f80f533cfc5fb4,545000,3.0,55,2023,8
5bfc9895f48c34e030a5f19683ca0768,965000,3.0,71,2023,8
45bab19ff4b28f037400ef737d22e821,1620000,4.0,88,2023,8
c98c6a2f4ed151a4e750be89b0e7aba9,930000,3.0,55,2023,8
08c6d1a6d7f5bd64ced729bd135e7155,1490000,4.0,98,2023,8
8f2ec7667c1ec8618f1eb35f8602399b,449000,1.0,35,2023,8
f4ead515e15963429a88358dda700531,1158000,3.0,74,2023,8
01bb8577e8f44cf5d21f6aa9a80c4744,608800,3.0,51,2023,8
f737c383ed2177fd9f6185b3850c6c3a,800000,3.0,62,2023,8
7f6986c844e0da3b00aa9dca4a0a3698,720000,3.0,65,2023,8
725f10bf44250e03012a756ed3e4f06c,619000,1.0,34,2023,8
9ff8d03723fe80487697072666f3bc23,820200,2.0,49,2023,8
b0b147994b66b768a0081c5abacee62e,850000,3.0,61,2023,8
91de40168c701d01459464651a3afa4e,804750,2.0,48,2023,8
2ae41c2a74a271fc550c059380d6e09a,700000,2.0,47,2023,8
0455d220d406217803c8072a58e64268,1190000,4.0,87,2023,8
56450ef90d60823ac747d2d2dfeb6f8a,488000,2.0,35,2023,8
1c5e302132a23ece964faf39c9a8915f,1244328,4.0,90,2023,8
f6cfe00ec5f688728d98d5c523858c09,460000,2.0,36,2023,8
d43ddd46ee7150ced019d34601b34fe1,1013200,3.0,68,2023,8
b83d7c9b7ee823d31745e89269a34aac,425000,2.0,39,2023,8
10f230638515ffc536fd92f63852c7e0,2050000,4.0,110,2023,8
59dda715d35a35f5c97b3c404a026b5c,1200000,2.0,48,2023,8
c1ff78bc4557d883f6b11496b4f35c25,705000,2.0,46,2023,8
b5dbf6d7f13526882720fd5cdf452779,599000,2.0,56,2023,8
9407aef73254b801f6d569407c22632d,1290000,3.0,69,2023,8
33829e35c93bcc9ce27ccb06ed860172,680000,3.0,46,2023,8
